RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,tenure_months,date_opened
695,15681068,Chinagorom,796.0,France,female,45,2,109730.22,1,1.0,1,123882.73,0,24,2023/10/02
897,15733119,Mistry,718.0,  France  ,M,35,8,0.0,2,1.0,0,94820.85,0,96,2017-10-01
940,15599289,YEH,724.0,France,Female,37,10,68598.56,1,1.0,0,157862.82,0,120,02-10-2015
863,15794916,Pirogov,725.0,France,Male,41,7,113980.21,1,1.0,1,116704.25,0,84,10/02/2018
740,15705639,Onyemauchechukwu,692.0,France,Female,28,8,95059.02,2,1.0,0,44420.18,0,96,2017/10/01
452,15785798,Uchechukwu,850.0,FRANCE, Male,40,9,0.0,2,0.0,1,119232.33,0,108,2016-10-01
789,15600739,Galkin,0.0,Spain,Female,35,0,0.0,2,1.0,0,119899.52,0,0,2025/10/01
995,15623521,Sozonov,838.0,Spain,M,43,9,"$123,105.88",2,1.0,0,145765.83,0,108,2016/10/01
808,15798906,Cox,628.0,France,Male,69,5,0.0,2,1.0,1,181964.6,0,60,01-10-2020
807,15613319,Rice,793.0,France,Female,33,0,0.0,1,0.0,0,175544.02,0,0,2025-10-01
865,15805449,Ugochukwu,594.0,France,Male,38,4,0.0,2,0.0,0,,0,48,10/01/2021
663,15667215,Chandler,678.0,FRANCE,Male,31,2,0.0,2,1.0,1,58803.28,0,24,02 Oct 2023
400,15646372,Outhwaite,616.0,France,F,66,1,135842.41,1,1.0,0,"$183,840.51",1,12,2024-10-01
148,15754105,Olisanugo,650.0,France,Male,37,5,106967.18,1,0.0,0,24495.03,0,60,2020-10-01
361,15803716,West,706.0,Spain,Male,28,3,0.0,2,0.0,1,181543.67,0,36,10/02/2022
404,15732674,Fennell,443.0,Spain,Male,36,6,70438.01,2,0.0,1,56937.43,0,72,10/02/2019
715,15807609,Yuan,650.0,Spain,Female,25,3,"$86,605.50",3,1.0,0,16649.31,1,36,10/02/2022
52,15768193,Trevisani,585.0,GERMANY,male,36,5,146050.97,2,0.0,0,86424.57,0,60,01-10-2020
837,15585036,Okoli,694.0,Spain,Female,37,3,0.0,2,1.0,1,147012.22,0,36,02 Oct 2022
622,15603134,Pai,656.0,spain,female,40,10,167878.5,1,0.0,1,151887.16,0,120,10/02/2015
23,15699309,gerasimov,510.0,spain,Female,38,4,0.0,1,1.0,0,118913.53,1,48,2021/10/01
908,15724848,Oluchukwu,516.0,France,Female,46,1,104947.72,1,1.0,0,"$115,789.25",1,12,01 Oct 2024
642,15580684,Feng,706.0,France,Female,29,5,"$112,564.62",1,1.0,0,"$42,334.38",0,60,2020/10/01
718,15804072,Chen,701.0,Spain,Female,42,5,0.0,2,0.0,0,24210.56,0,60,01-10-2020
210,15612087,Dike,671.0,France,M,45,2,106376.85,1,0.0,1,,0,24,10/02/2023
329,15669064,Mazzanti,671.0,Germany,Male,35,1,144848.74,1,1.0,1,179012.3,0,12,01-10-2024
143,15628145,Forwood,682.0,France,Female,150,5,125851.93,1,1.0,1,193318.33,0,60,01-10-2020
51,15616550,Chidiebele,698.0,germany,male,44,10,116363.37,2,1.0,0,"$198,059.16",0,120,2015/10/02
167,15724623,Taubman,704.0,Germany,Female,24,7,"$113,034.22",1,1.0,0,162503.48,1,84,10/02/2018
904,15786014,Ku,568.0,France,Male,28,5,145105.64,2,1.0,0,185489.11,0,60,2020/10/01
1006,15715951,THORPE,562.0,France,Male,42,2,100238.35,1,0.0,0,86797.41,0,24,2023/10/02
82,15663706,Leonard,777.0,France, Female,32,2,0.0,1,1.0,0,136458.19,1,24,02-10-2023
601,15683503,Hudson,601.0,France,Female,43,8,0.0,3,0.0,1,110916.15,1,96,01 Oct 2017
701,15803457,HAO,750.0,France,Female,32,5,0.0,2,1.0,0,95611.47,0,60,10/01/2020
919,15593773,Olejuru,784.0,Spain, Male,35,3,0.0,2,0.0,0,81483.64,0,36,2022-10-02
67,15696061,Brownless,581.0,  Germany  ,Female,34,1,,1,1.0,0,110431.51,0,12,10/01/2024
340,15807923,Young,716.0,Germany,Female,39,10,115301.31,1,1.0,0,43527.4,1,120,10/02/2015
669,15640825,Loyau,695.0,Spain,Male,46,3,122549.64,1,1.0,1,56297.85,0,36,2022-10-02
290,15697307,Nnachetam,588.0,Spain,Male,34,10,0.0,2,1.0,0,79078.91,0,120,2015/10/02
714,15716164,Nicholls,501.0,France,Female,41,3,"$144,260.50",1,1.0,0,172114.67,0,36,02 Oct 2022
651,15730447,Anderson,629.0,France,Female,49,4,0.0,2,1.0,1,196335.48,0,48,10/01/2021
284,15699389,Ch'ien,807.0,France,M,42,7,118274.71,1,1.0,1,25885.72,0,84,2018/10/02
438,15624623,Hs?,516.0,France,Male,35,10,"$104,088.59",2,0.0,0,119666.0,0,120,2015-10-02
524,15742358,Humphreys,696.0,Germany,Male,32,8,101160.99,1,1.0,1,"$115,916.55",0,96,10/01/2017
65,15592461,Jackson,603.0,Germany,Male,26,4,109166.37,1,1.0,1,92840.67,0,48,01 Oct 2021
660,15603065,Grubb,751.0,France,Female,30,6,0.0,2,1.0,0,15766.1,0,72,2019-10-02
265,15700696,Kang,738.0,Spain,Male,31,9,,1,1.0,1,"$18,606.23",0,108,01-10-2016
907,15814275,  Zikoranachidimma  ,685.0,France,Male,33,6,174912.72,1,1.0,1,43932.54,0,72,02-10-2019
485,15676519,George,615.0,Spain,Male,61,9,0.0,2,1.0,0,150227.85,1,108,10/01/2016
781,15737051,Denisov,639.0,france,Male,27,8,0.0,2,1.0,0,192247.35,0,96,01 Oct 2017
21,15577657,McDonald,732.0,France,Male,41,8,0.0,2,1.0,1,170886.17,0,96,10/01/2017
628,15605447,Palermo,752.0,France,Male,49,2,78653.84,1,1.0,0,7698.6,0,24,2023-10-02
782,15585595,Owens,774.0,France,Female,28,1,71264.02,2,0.0,1,68759.57,0,12,2024-10-01
709,15649423,Cooper,580.0,  France  ,Female,35,8,0.0,2,0.0,1,10357.03,0,96,10/01/2017
297,15774510,Tien,714.0,France,Female,31,4,125169.26,1,,1,"$106,636.89",0,48,2021-10-01
749,15813034,Martin,727.0,Spain, Male,38,2,62276.99,1,1.0,1,59280.79,0,24,10/02/2023
543,15776223,Davide,597.0,France,Female,42,4,64740.12,1,1.0,1,106841.12,0,48,2021/10/01
262,15673481,Morton,726.0,Spain,Female,48,6,99906.19,1,1.0,0,64323.24,0,72,10/02/2019
421,15810418,T'ang,756.0,Germany,Female,60,3,,1,1.0,0,93524.19,1,36,02-10-2022
665,15763218,akeroyd,661.0,France,Female,41,1,0.0,2,0.0,1,131300.68,0,12,10/01/2024
512,15761043,Macleod,632.0,Germany,Female,38,6,86569.76,2,1.0,0,98090.91,0,72,10/02/2019
748,15587535,Onyemauchechukwu,450.0,Spain,F,46,5,177619.71,1,1.0,0,54227.06,0,60,01-10-2020
581,15692671,Dobson,701.0,Spain,Male,36,8,0.0,2,1.0,0,169161.46,0,96,10/01/2017
481,15695585,Atkins,788.0,Spain,Male,34,6,156478.62,1,0.0,1,181196.76,0,72,2019/10/02
840,15727915,Artemiev,507.0,France,Male,36,4,83543.37,1,0.0,0,140134.43,0,48,01 Oct 2021
189,15726676,Marshall,616.0,Spain,Male,30,5,$0.00,2,0.0,1,196108.51,0,60,01 Oct 2020
252,15753754,morrison,587.0,Spain,Female,34,1,0.0,2,1.0,1,97932.68,0,12,01-10-2024
72,15620344,McKee,813.0,France, Male,29,6,0.0,1,1.0,0,33953.87,0,72,02-10-2019
499,15591995,Barry,757.0,Germany,Male,26,-1,"$121,581.56",2,1.0,1,127059.04,0,96,01-10-2017
529,15653849,Lu,572.0,Germany,Female,48,3,152827.99,1,1.0,0,38411.79,1,36,02 Oct 2022
352,15593365,Shih,762.0,Spain,Male,39,2,81273.13,1,1.0,1,18719.67,0,24,10/02/2023
679,15810978,Pugliesi,,Spain,female,70,1,0.0,2,1.0,1,41610.62,0,12,2024-10-01
957,15631681,JIBUNOH,807.0,SPAIN,Female,43,0,0.0,2,0.0,1,85523.24,0,0,01 Oct 2025
719,15696859,Oldham,474.0,France,Male,45,10,0.0,2,0.0,0,172175.9,0,120,2015-10-02
949,15783659,Blackburn,659.0,France,Male,67,4,145981.87,1,1.0,1,131043.2,0,48,2021/10/01
456,15733797,Sal,506.0,France,Male,36,5,0.0,2,1.0,0,164253.35,0,60,2020-10-01
396,15807432,Cheng,645.0,Unknown,Female,37,2,136925.09,2,0.0,1,153400.24,0,24,2023-10-02
568,15689614,Teng,687.0,Spain,Female,63,1,137715.66,1,1.0,1,37938.74,0,12,01-10-2024
697,15727299,edgar,445.0,  Spain  ,Male,62,1,64119.38,1,1.0,1,76569.64,1,12,2024-10-01
473,15635367,Muir,774.0,France,Male,26,2,93844.69,1,1.0,0,28415.36,0,24,2023-10-02
832,15726234,Trentini,708.0,  Spain  ,Female,41,5,0.0,1,0.0,1,157003.99,0,60,2020/10/01
460,15662976,Lettiere,637.0,Spain,Male,37,8,$0.00,1,1.0,1,186062.36,0,96,2017-10-01
690,15720649,ferdinand,641.0,France,Female,36,5,"$66,392.64",1,1.0,0,31106.67,0,60,01 Oct 2020
929,15677135,Lorenzo,520.0,Germany,Male,61,8,133802.29,2,1.0,1,90304.01,0,96,01-10-2017
351,15659420,  Foley  ,659.0,Spain,Male,32,3,107594.11,2,1.0,1,102416.84,0,36,02 Oct 2022
911,15599660,Bennett,604.0,France,Male,36,6,116229.85,2,1.0,1,79633.38,0,72,2019/10/02
847,15608968,Averyanov,900.0,Germany,M,21,6,86402.52,2,0.0,0,27330.59,0,72,02-10-2019
219,15659366,Shih,807.0,FRANCE,Male,43,1,105799.32,2,1.0,0,34888.04,1,12,2024/10/01
240,15795149,stevens,703.0,france,Male,28,2,81173.83,2,0.0,1,162812.16,0,24,2023-10-02
532,15749851,Brookes,702.0,Spain,Female,26,4,135219.57,1,0.0,1,59747.63,0,48,2021/10/01
782,15585595,Owens,774.0,France,Female,28,1,71264.02,2,0.0,1,68759.57,0,12,2024-10-01
193,15756850,Golovanov,479.0,France,Male,40,1,0.0,2,0.0,0,114996.43,0,12,10/01/2024
726,15672692,Yin,787.0,France,Female,42,10,145988.65,2,1.0,1,79510.37,0,120,2015/10/02
192,15771086,Graham,512.0,France, Female,36,3,84327.77,2,1.0,0,17675.36,0,36,02-10-2022
617,15719352,Davidson,754.0,Spain,Male,39,6,170184.99,2,1.0,0,89593.26,0,72,2019-10-02
378,15667871,Kerr,572.0,Spain,Male,35,4,152390.26,1,1.0,0,128123.66,0,48,10/01/2021
483,15750658,Obiuto,798.0,France,Male,37,8,0.0,3,0.0,0,110783.28,0,96,10/01/2017
133,15677871,Cocci,687.0,  France  ,male,38,9,122570.87,1,1.0,1,35608.88,0,108,01 Oct 2016
531,15736112,Walton,519.0,Spain,female,57,2,119035.35,2,1.0,1,29871.79,0,24,2023-10-02
253,15793726,Matveyeva,681.0,France,Female,79,0,0.0,2,0.0,1,170968.99,0,0,01 Oct 2025
684,15786905,Russo,749.0,Germany,F,40,8,141782.57,2,0.0,0,86333.63,0,96,2017-10-01
955,15660429,Ch'in,900.0,SPAIN,Female,42,2,156371.61,2,0.0,1,156774.94,1,24,10/02/2023
264,15673693,Reppert,682.0,France,Female,26,0,110654.02,1,0.0,1,111879.21,0,0,01-10-2025
71,15703793,Konovalova,738.0,N/A,Male,58,2,,4,1.0,0,28373.86,1,24,2023-10-02
273,15796505,Boyle,0.0,Germany, Female,34,1,149297.19,2,1.0,1,186339.74,0,12,01 Oct 2024
984,15807008,McGregor,614.0,Germany,female,35,6,,1,0.0,0,,1,72,02 Oct 2019
328,15736008,Hunter,644.0,France,Female,46,9,95441.27,1,1.0,0,"$108,761.05",1,108,01-10-2016
116,15675522,Ko,628.0,Germany,Female,30,9,132351.29,2,1.0,1,74169.13,0,108,2016/10/01
324,15585215,Yuan,763.0,France,Female,31,4,0.0,2,0.0,0,50404.72,0,48,01 Oct 2021
979,15799515,Wei,652.0,France,Female,48,8,133297.24,1,1.0,0,77764.37,0,96,01-10-2017
676,15754605,Jarvis,563.0,France,Female,39,5,$0.00,2,1.0,1,17603.81,0,60,2020-10-01
612,15603203,Avdeyeva,650.0,France,Female,27,6,0.0,2,1.0,0,1002.39,0,72,2019-10-02
490,15807709,Kirby,714.0,Germany,Female,55,9,180075.22,1,1.0,1,100127.71,0,108,01-10-2016
633,15718673,Mirams,839.0,spain,Female,33,10,75592.43,1,1.0,0,62674.42,0,120,2015-10-02
787,15605284,Outtrim,688.0,France,Male,26,1,0.0,2,1.0,1,104435.94,0,12,2024/10/01
454,15668444,  He  ,590.0,Spain,Female,44,3,139432.37,1,1.0,0,62222.81,0,36,02 Oct 2022
467,15663252,Olisanugo,850.0,Spain,Female,32,9,0.0,2,1.0,1,18924.92,0,108,2016-10-01
572,15730076,Osborne,651.0,France,Male,45,1,0.0,1,1.0,0,67740.08,1,12,2024-10-01
889,15702968,Artemieva,733.0,Germany,Male,74,3,106545.53,1,1.0,1,134589.58,0,36,2022/10/02
621,15682585,Guerra,593.0,France,male,35,9,114193.24,1,1.0,0,71154.1,0,108,2016-10-01
279,15683562,Allen,646.0,France,Male,35,6,84026.86,1,0.0,1,164255.69,0,72,02-10-2019
799,15570134,Padovano,683.0,France,Female,35,6,"$187,530.66",2,1.0,1,37976.36,0,72,10/02/2019
661,15592937,Napolitani,,Germany,Female,41,3,81877.38,1,1.0,1,"$33,642.21",0,36,02-10-2022
3,15619304,Onio,502.0,France,Female,42,8,159660.8,3,1.0,0,113931.57,1,96,2017/10/01
230,15605461,Lucas,594.0,Germany,Female,29,3,130830.22,1,1.0,0,61048.53,0,36,02 Oct 2022
474,15681705,Fanucci,785.0,France,M,28,8,0.0,2,1.0,0,77231.27,0,96,10/01/2017
944,15781465,Schofield,675.0,Germany,female,29,8,121326.42,1,1.0,0,133457.52,0,96,2017/10/01
910,15693814,Niu,806.0,Spain,Male,25,-1,0.0,2,1.0,0,18461.9,0,84,2018/10/02
872,15692750,McGregor,629.0,Germany,Female,45,7,129818.39,3,1.0,0,9217.55,1,84,2018/10/02
200,15811127,Volkov,521.0,France,M,35,-1,96423.84,1,1.0,0,10488.44,0,72,2019/10/02
372,15774696,Cole,,Germany,Female,75,1,106307.91,2,0.0,1,"$113,428.77",0,12,2024/10/01
874,15803764,Stanley,561.0,France,Male,28,7,$0.00,2,1.0,0,7797.01,0,84,2018/10/02
526,15786063,Chin,776.0,France,Female,31,2,0.0,2,1.0,1,112349.51,0,24,10/02/2023
66,15789484,Hammond,751.0,Germany,female,36,6,169831.46,2,1.0,1,27758.36,0,72,10/02/2019
971,15805955,L?,638.0,France,Female,48,10,138333.03,1,1.0,1,47679.14,0,120,2015-10-02
41,15619360,Hsiao,472.0,spain,Male,40,4,0.0,1,1.0,0,70154.22,0,48,10/01/2021
755,15685997,Azubuike,838.0,Spain,F,39,5,166733.92,2,1.0,0,14279.44,0,60,2020-10-01
492,15699005,Martin,710.0,France,Female,41,2,156067.05,1,1.0,1,9983.88,0,24,2023/10/02
983,15792360,Clark,668.0,France,Male,32,7,0.0,2,1.0,1,777.37,0,84,2018/10/02
514,15593601,Isayev,,France,Male,34,6,133598.4,1,1.0,1,13107.24,0,72,10/02/2019
963,15753831,Cox,642.0,  Spain  ,Male,32,7,100433.8,1,1.0,1,39768.59,0,84,02 Oct 2018
573,15622003,carslaw,745.0,France,Male,35,9,92566.53,2,1.0,0,161519.77,0,108,01 Oct 2016
274,15725166,Newton,707.0,france,Male,30,8,0.0,2,1.0,0,33159.37,0,96,10/01/2017
707,15776231,Kent,626.0,  Germany  ,male,35,4,88109.81,1,1.0,1,32825.5,0,48,10/01/2021
762,15582741,maclean,,France,Female,35,5,124151.09,1,1.0,0,88705.14,1,60,2020-10-01
501,15727688,Chizuoke,555.0,Spain,Male,32,4,0.0,2,1.0,1,54405.79,0,48,2021/10/01
770,15685329,McKenzie,531.0,France,Female,63,1,114715.71,1,0.0,1,24506.95,1,12,2024/10/01
178,15790355,Okechukwu,606.0,GERMANY,Male,36,5,190479.48,2,0.0,0,"$179,351.89",0,60,10/01/2020
301,15803976,Efremov,694.0,France, Female,31,10,0.0,2,1.0,0,160990.27,0,120,02-10-2015
38,15729599,Lorenzo,0.0,Spain, Male,33,7,76548.6,1,0.0,1,98453.45,0,84,02-10-2018
500,15677020,Selezneva,570.0,France,Female,58,8,0.0,1,0.0,1,116503.92,1,96,01 Oct 2017
203,15600974,He,516.0,Spain,Male,50,5,0.0,1,0.0,1,146145.93,1,60,10/01/2020
237,15711540,Pacheco,712.0,France,Female,29,2,0.0,1,1.0,1,144375.0,0,24,2023/10/02
150,15794413,HARRIS,416.0,France,Male,32,0,0.0,2,0.0,1,878.87,0,0,2025/10/01
218,15786308,Millar,730.0,Spain,female,33,9,0.0,2,0.0,0,176576.62,0,108,2016-10-01
686,15600337,Dobie,661.0,Spain,Male,42,2,,1,0.0,0,29358.57,1,24,2023-10-02
977,15570060,PALERMA,586.0,France,Female,43,8,132558.26,1,1.0,0,67046.83,1,96,01 Oct 2017
557,15705515,Lazarev,587.0,Germany,Male,40,5,138241.9,2,1.0,0,159418.1,0,60,01 Oct 2020
620,15646161,Steinhoff,673.0,Spain,Female,37,8,0.0,2,1.0,1,183318.79,0,96,10/01/2017
420,15615624,De Salis,605.0,France,Female,28,6,0.0,2,0.0,0,"$159,508.52",0,72,02 Oct 2019
303,15695699,Calabrese,687.0,France,Male,35,8,$0.00,2,1.0,0,10334.05,0,96,2017-10-01
871,15799422,Evans,535.0,France,Female,40,8,,1,1.0,1,27689.77,0,96,01 Oct 2017
931,15790782,Baryshnikov,661.0,Spain,Male,39,6,132628.98,1,0.0,0,38812.67,0,72,2019-10-02
680,15668886,Blakey,684.0,  Spain  ,Female,38,3,0.0,2,1.0,0,44255.65,0,36,02 Oct 2022
939,15668032,  Buchanan  ,,FRANCE,Female,37,4,0.0,1,1.0,1,,0,48,2021-10-01
389,15748936,Whitehead,709.0,spain,Female,45,2,0.0,2,0.0,1,162922.65,0,24,2023-10-02
860,15809087,Landry,,France,Male,64,1,0.0,2,1.0,0,195635.3,1,12,2024-10-01
388,15776433,Greco,730.0,Spain,Male,62,2,$0.00,2,1.0,1,186489.95,0,24,02 Oct 2023
545,15802593,Little,504.0,FRANCE,Female,49,7,0.0,3,0.0,1,87822.14,1,84,02 Oct 2018
391,15685226,Morrison,712.0,Germany,female,29,7,147199.07,1,1.0,1,84932.4,0,84,10/02/2018
794,15769504,Munro,743.0,Germany,Female,34,1,131736.88,1,1.0,1,108543.21,0,12,10/01/2024
353,15777352,Ikedinachukwu,568.0,Spain,Female,32,7,169399.6,1,1.0,0,61936.22,0,84,02 Oct 2018
194,15702741,  Potts  ,601.0,France,Male,32,8,93012.89,1,1.0,0,86957.42,0,96,01 Oct 2017
236,15772896,Dumetochukwu,,Germany,Male,42,6,100160.75,1,1.0,0,33462.94,1,72,02-10-2019
450,15658169,Cook,778.0,Spain,Female,47,6,127299.34,2,1.0,0,124694.99,0,72,02-10-2019
853,15677610,Chambers,511.0,Germany,Female,41,8,153895.65,1,1.0,1,39087.42,0,96,10/01/2017
56,15760861,Phillipps,619.0,France,Male,43,1,125211.92,1,1.0,1,113410.49,0,12,2024/10/01
588,15680998,Nwankwo,725.0,France,Male,44,5,0.0,1,1.0,1,117356.14,0,60,01 Oct 2020
97,15738721,Graham,773.0,spain,Male,41,9,102827.44,1,0.0,1,64595.25,0,108,2016/10/01
142,15724944,tien,663.0,  France  , Male,34,7,$0.00,2,1.0,1,180427.24,0,84,2018/10/02
708,15773809,Campbell,620.0,France,Male,42,4,0.0,2,1.0,0,6232.31,0,48,2021/10/01
875,15674840,Chiazagomekpere,645.0,  France  ,Female,38,5,101430.3,2,0.0,1,4400.32,0,60,01 Oct 2020
976,15685357,Wright,750.0,Spain,Female,36,8,"$112,940.07",1,0.0,1,9855.81,0,96,10/01/2017
578,15633922,Gray,755.0,France,Male,30,4,123217.66,2,0.0,1,144183.1,0,48,01 Oct 2021
121,15682472,Culbreth,828.0,France,Male,34,8,129433.34,2,0.0,0,38131.77,0,96,01-10-2017
867,15808017,Cary,545.0,France,Male,38,1,88293.13,2,1.0,1,24302.95,0,12,10/01/2024
725,15626742,Carpenter,694.0,France,male,36,3,97530.25,1,1.0,1,"$117,140.41",0,36,2022/10/02
63,15702014,Jeffrey,555.0,Spain,male,33,1,56084.69,2,0.0,0,178798.13,0,12,01 Oct 2024
769,15724296,Kerr,684.0,SPAIN,Male,41,2,119782.72,2,0.0,0,120284.67,0,24,2023/10/02
464,15773792,Evans,662.0,France,Female,32,4,133950.37,1,1.0,1,48725.68,1,48,2021/10/01
415,15810432,Moseley,795.0,Spain,Male,35,8,0.0,2,1.0,0,167155.36,0,96,2017-10-01
4,15701354,Boni,699.0,France,Female,39,1,0.0,2,0.0,0,93826.63,0,12,2024-10-01
59,15623944,T'ien,511.0,Spain,Female,66,4,$0.00,1,1.0,0,1643.11,1,48,01-10-2021
224,15733247,Stevenson,850.0,France,Male,33,10,0.0,1,1.0,0,4861.72,1,120,10/02/2015
626,15604119,Alderete,850.0,Spain,Male,35,7,110349.82,1,0.0,0,126355.8,0,84,02 Oct 2018
102,15743192,Hung,,  France  ,Female,44,6,0.0,2,0.0,0,167162.43,0,72,2019/10/02
730,15612525,Preston,499.0,France, Female,57,1,,1,,0,131372.38,1,12,2024-10-01
222,15787155,Yang,514.0,Spain,Male,30,7,0.0,1,0.0,1,125010.24,0,84,02 Oct 2018
774,15685320,Johnstone,767.0,  France  ,Male,36,3,139180.2,1,0.0,0,123880.19,0,36,2022-10-02
5,15737888,  Mitchell  ,850.0,Spain,F,43,2,125510.82,1,1.0,1,"$79,084.10",0,24,02 Oct 2023
53,15683553,O'Brien,788.0,France, Female,33,5,0.0,2,,0,116978.19,0,60,10/01/2020
18,15788218,Henderson,549.0,Spain,Female,24,9,0.0,2,1.0,1,14406.41,0,108,01 Oct 2016
975,15705620,Lu,730.0,France,Male,34,5,"$122,453.37",2,1.0,0,138882.98,0,60,01-10-2020
923,15753337,Yeates,555.0,France,Male,51,5,0.0,3,1.0,0,189122.89,1,60,01-10-2020
307,15594898,hewitt,731.0,France,Male,43,2,0.0,1,1.0,1,,1,24,10/02/2023
673,15721024,Wickens,642.0,France,Male,26,0,0.0,1,0.0,0,47472.68,0,0,01 Oct 2025
156,15679145,Chou,706.0,Spain,Male,57,7,0.0,1,1.0,0,17941.16,1,84,2018/10/02
733,15723873,Ponomarev,657.0,Spain,Male,31,3,125167.02,1,0.0,0,98820.39,0,36,02 Oct 2022
687,15801277,Maccallum,715.0,France,female,31,2,112212.14,2,1.0,1,"$181,600.72",0,24,10/02/2023
650,15703119,Liang,652.0,France,Male,38,6,0.0,2,1.0,1,145700.22,0,72,2019/10/02
249,15657566,Wieck,634.0,Germany,Male,24,8,103097.85,1,1.0,1,157577.29,0,96,2017-10-01
250,15772423,Liao,739.0,Germany,Male,54,8,126418.14,1,1.0,0,134420.75,1,96,2017-10-01
359,15633950,Yen,737.0,France,Male,41,1,101960.74,1,1.0,1,123547.28,0,12,2024/10/01
486,15637954,Lewis,730.0,France,female,35,0,,1,1.0,1,53718.28,0,0,2025/10/01
431,15597602,Nwachinemelu,619.0,Germany,Male,57,3,137946.39,1,1.0,1,"$72,467.99",1,36,10/02/2022
442,15611088,Genovese,790.0,  France  ,Female,31,9,0.0,2,1.0,0,84126.75,0,108,01 Oct 2016
827,15660535,Avent,680.0,France,F,47,5,0.0,2,1.0,1,179843.33,0,60,01 Oct 2020
861,15807663,McGregor,900.0,France,Male,43,8,190227.46,1,1.0,0,,1,96,01 Oct 2017
31,15589475,Azikiwe,591.0,Spain,Female,39,3,0.0,3,1.0,0,140469.38,1,36,2022/10/02
282,15669169,Hargreaves,775.0,Spain,Male,29,10,0.0,2,1.0,1,68143.93,0,120,02-10-2015
685,15747867,Trevisani,583.0,France,Male,24,9,135125.28,1,0.0,0,"$89,801.90",0,108,2016/10/01
982,15566156,Franklin,749.0,Germany,Female,44,0,71497.79,2,0.0,0,151083.8,0,0,01-10-2025
118,15698028,Duncan,506.0,France,Female,41,1,0.0,2,1.0,0,31766.3,0,12,2024-10-01
535,15567832,Shih,550.0,  France  ,Female,40,7,114354.95,1,1.0,0,54018.93,0,84,02-10-2018
117,15705512,Welch,668.0,  Germany  ,Female,37,6,167864.4,1,1.0,0,115638.29,0,72,2019-10-02
527,15600258,Chesnokova,701.0,France,Male,43,2,0.0,2,1.0,1,165303.79,0,24,02-10-2023
675,15642394,He,529.0,  Spain  ,Male,35,5,0.0,2,1.0,1,187288.5,0,60,01 Oct 2020
292,15607098,Ahmed,747.0,SPAIN,Female,41,5,94521.17,2,,0,194926.86,0,60,10/01/2020
28,15700772,Nebechi,571.0,France,Male,44,9,0.0,2,0.0,0,38433.35,0,108,01 Oct 2016
382,15591509,Milano,690.0,France,Male,36,7,101583.11,2,1.0,0,123775.15,0,84,2018-10-02
308,15660211,Shih,629.0,Germany,Male,35,7,156847.29,2,1.0,0,31824.29,0,84,10/02/2018
672,15674991,Kao,667.0,France,Male,42,9,0.0,2,0.0,1,58137.42,0,108,01 Oct 2016
604,15592387,Burke,566.0,FRANCE,male,30,5,0.0,1,1.0,0,,1,60,10/01/2020
201,15604482,CHIEMEZIE,850.0,Spain,Male,30,2,141040.01,1,1.0,1,5978.2,0,24,02 Oct 2023
579,15734674,Lin,593.0,France,Female,41,6,$0.00,1,1.0,0,65170.66,0,72,2019-10-02
386,15720910,Black,560.0,France,Female,66,9,0.0,1,,1,15928.49,0,108,2016-10-01
723,15736879,Obinna,669.0,France,Male,23,1,0.0,2,0.0,0,66088.83,0,12,2024-10-01
834,15625881,Koehler,634.0,,Male,37,3,111432.77,2,1.0,1,167032.49,0,36,02 Oct 2022
918,15719856,Lamb,646.0,France,Female,45,3,"$47,134.75",1,1.0,1,57236.44,0,36,02 Oct 2022
806,15756026,Hooper,790.0,Spain,Female,46,9,0.0,1,0.0,0,14679.81,1,108,01 Oct 2016
710,15734886,Mazzi,686.0,France,Female,34,3,123971.51,2,1.0,0,147794.63,0,36,2022/10/02
315,15631868,Robertson,744.0,Spain,Male,36,2,,1,1.0,1,87213.33,0,24,02 Oct 2023
510,15598883,King,599.0,Spain,Female,37,2,0.0,2,1.0,1,143739.29,0,24,02 Oct 2023
281,15668893,Wilsmore,,France,Male,39,8,$0.00,2,1.0,1,33949.67,0,96,2017-10-01
966,15602084,Coles,663.0,FRANCE,Female,42,5,"$124,626.07",1,1.0,1,78004.5,0,60,10/01/2020
777,15712551,Shen,622.0,Germany,Female,58,7,116922.25,1,1.0,0,120415.61,1,84,2018-10-02
354,15812007,Power,670.0,Spain,Male,25,6,0.0,2,1.0,1,78358.94,0,72,2019/10/02
654,15664610,Campbell,459.0,Germany, Male,48,4,133994.52,1,1.0,1,19287.06,1,48,2021/10/01
208,15679531,Collins,618.0,France,Male,34,5,134954.53,1,1.0,1,151954.39,0,60,01-10-2020
380,15629677,Distefano,687.0,Spain,Female,39,2,0.0,3,0.0,0,188150.6,1,24,2023/10/02
838,15589488,Ch'eng,686.0,Germany,Female,56,5,111642.08,1,1.0,1,80553.87,0,60,01-10-2020
413,15686302,Fisk,745.0,Spain,Female,31,3,124328.84,1,1.0,1,140451.52,0,36,2022-10-02
803,15681554,Alley,614.0,Germany,Female,31,7,120599.38,2,1.0,1,46163.44,0,84,02-10-2018
24,15725737,Mosman,669.0,France,Male,46,3,0.0,2,0.0,1,8487.75,0,36,10/02/2022
341,15745844,Kerr,642.0,germany,Female,40,6,129502.49,2,0.0,1,86099.23,1,72,02 Oct 2019
